t,G1,G2,G3,G4
0.0,-0.0038117453606322815,-0.007010638948050804,0.00607559263882659,-0.004139372520361724
12.0,0.01380676163366203,-0.02104241165418876,0.010412967627252662,-0.015367501658938389
24.0,-0.014758872792047672,0.007357026916227391,-0.00024016617498760258,-0.00406031490558728
36.0,-0.03280808629729109,0.010560138627935586,0.013311995488385743,0.011537774097548316
48.0,0.010446172818830585,0.008820338203282815,-0.011604896797142002,-0.01781438538578905
60.0,0.014530866120385772,0.02406075917088434,-0.011454078094378543,-0.016359988779069825
72.0,-0.009159988610925887,0.01128154694164409,0.004728440490957911,-0.00885544301569673
84.0,0.014985938682619618,-0.021782525747805145,-0.005430915045197752,0.0001143788595434081
96.0,-0.00788153514950032,-0.005610377945364313,0.025300572588005284,0.014425507143839857
108.0,0.015232960457955802,-0.013681545769082681,-0.017977115816273575,-0.018867772856717962
120.0,-0.010418171525262688,0.017658927900730204,0.003737896246589366,-0.014766169860177907
132.0,-0.007073892029720501,-0.00956353203909226,0.006083905115770434,-0.012646538709374435
144.0,-0.021413858822084294,0.0008173568684708204,-0.0005575068078939366,-0.018604517643164297
156.0,-0.007245031783163995,0.015246604816213587,-0.01602746737134768,-0.0030905701589349407
168.0,0.009932662551924192,-0.0031311770537163423,-0.0019259262341752592,0.01935397802820444
180.0,0.012631398312854291,-0.009103592888700942,0.0017306982417905309,-0.0018893714638142404
192.0,-0.01511579322217089,-0.0027453978320034073,0.001143854736707807,0.0029391466713945937
204.0,0.024773952222775193,-0.0004147147394479814,-0.00492871587068635,-0.013299641424260485
216.0,-0.016914426994284967,-0.002029893579778893,-0.019650437014616134,0.001514824132863588
228.0,-0.023195107084735867,-0.017376773870968396,0.01807005056410396,-0.01112351723222165
240.0,0.006067071452362989,-0.016473358100290686,0.0007636428930790633,-0.004838464623525711
252.0,-0.0073018027315566334,0.005295771872897624,0.006268822590947712,0.018163559347367488
264.0,-0.011999622316363477,0.01658022883077396,0.005521481333852675,0.011046726008637849
276.0,-0.019671636021962813,-0.013419772043367008,-0.019717207129036293,0.006394671538667229
288.0,0.015017345374382917,-0.005537061093268191,-0.018642199567223156,-0.01801252873636792
300.0,0.003374068712127618,-0.0009288842895686584,-0.010562252242016944,0.002623903057174287
312.0,0.0013211324918975754,0.01764994888844242,0.006403492958561084,0.030863062289201354
324.0,-0.006066465979754078,-0.030160438461939196,0.0004215613978838763,-0.0033415187585628865
336.0,0.012019078016274143,0.006442955998040318,0.004289626441290467,0.010520306343530484
348.0,0.024088327559552855,-0.024576463212255425,-0.004591756550001899,0.023836584895647123
360.0,0.007704316355177258,0.016961146005797494,-0.003935984263071126,-0.0007290620919101779
372.0,0.006728899647422433,0.021852068674159026,0.008160170478729524,0.008219227373878433
384.0,0.01556118984075088,-0.01356652334252913,0.0010751670370807995,-0.0060829746041309845
396.0,-0.00218884929172462,-0.032377135548489255,0.01091933502642368,-0.027897633109935597
408.0,-0.0023602180716589876,-0.008445321128745317,-0.0006673694703126523,-0.016053619931637418
420.0,-0.010369998022326328,-0.010900564139722287,-0.004986568446659454,0.009033506820369862
432.0,-0.022578808138062244,-0.00547183880973432,0.005580650483154719,-0.014018624781831905
444.0,0.0021698093737737667,-0.025282522666387593,-0.008370309486352838,-0.023124715699710047
456.0,-0.005052022936667529,-0.0017415590288259032,-0.010868001838656398,-0.024152962909263637
468.0,-0.014425712356292112,-0.017570654222054685,0.02426829290817628,-0.011868465997964397
480.0,0.010411212307229141,-0.0020730866133524396,-0.005225885262053707,0.022262109357798147
492.0,-0.01767366766967943,0.018012798653639358,0.0369420424833032,0.00869405905153976
504.0,-0.0014328871274952673,0.00908665835834862,0.008282039363167232,-0.004318670853616064
516.0,-0.010174278206437385,0.007196856946886181,-0.020927565925374304,-0.009136621294140748
528.0,0.007799097738515361,0.008819383141172563,-0.018217070915877657,-0.023406755868383138
540.0,-0.005572005398579468,-0.01644152314915557,-0.0018449921509354737,-0.009895915840468743
552.0,-0.017314579139184518,0.020895660801939327,-0.0016234319946287282,-0.0011268578373161892
564.0,-0.011584499163651188,0.007173082798415888,-0.004004593875331212,-0.00735725016386643
576.0,0.010406961275347754,-0.005697751328785178,0.010206850063929976,0.0016089766094922247
588.0,-0.0020377535771282816,-0.007795004134496406,-0.0026098449577042007,0.010455713108001412
600.0,-0.008149576248718877,0.022937373145524277,-0.016198393347640175,-0.016657541035009382
612.0,0.007540793426968205,0.00513321346652541,-0.01568020700621506,0.02236468779251479
624.0,-0.02047031731142412,0.027099164107609857,0.01183879424392365,-0.023719353594107713
